engine_id,operating_hour,hours_since_last_overhaul,days_since_last_maintenance,load_percent,rpm,exhaust_gas_temp_c,exhaust_gas_temp_deviation_c,cooling_water_temp_c,lube_oil_pressure_bar,lube_oil_temp_c,fuel_consumption_rate_kg_h,turbocharger_rpm,vibration_mm_s,lube_oil_fe_ppm,lube_oil_cu_ppm,ambient_temp_c,sea_state,fuel_air_ratio,injection_timing_deg_btdc,remaining_useful_life_hours,anomaly_flag,failure_event,failure_within_48h
ENG-22,353,353,16,69.6,774.6,391.2,2.01,76.82,4.82,61.66,190.15,20904.0,2.301,15.78,2.71,24.6,Moderate,0.0558,19.63,147,0,0,0
ENG-22,354,354,16,67.28,780.7,395.0,0.66,77.81,4.877,61.68,207.62,20867.0,2.388,15.14,3.42,25.2,Moderate,0.0612,19.65,146,0,0,0
ENG-22,355,355,16,64.57,801.0,401.9,0.53,78.96,4.968,63.32,204.34,20687.0,2.028,15.15,3.1,25.5,Moderate,0.0568,19.93,145,0,0,0
ENG-22,356,356,16,70.2,795.6,402.2,1.25,78.77,4.972,63.13,188.99,20650.0,2.218,15.54,3.14,26.7,Moderate,0.0565,19.72,144,0,0,0
ENG-22,357,357,16,61.52,780.6,405.2,3.98,77.66,4.661,60.85,201.11,20979.0,2.076,15.47,3.15,25.5,Moderate,0.0623,19.77,143,0,0,0
ENG-22,358,358,16,67.58,789.0,396.7,0.98,75.95,4.812,58.47,206.11,20717.0,2.035,14.51,2.98,25.4,Moderate,0.0579,20.03,142,0,0,0
ENG-22,359,359,16,71.46,798.3,396.9,4.51,77.99,4.993,61.48,204.18,21006.0,2.176,14.76,3.03,22.5,Moderate,0.0597,19.54,141,0,0,0
ENG-22,360,360,17,67.07,787.7,406.8,4.63,79.35,4.817,62.74,198.58,20601.0,2.079,15.01,2.46,24.1,Moderate,0.0606,19.43,140,0,0,0
ENG-22,361,361,17,67.15,779.8,404.9,4.07,77.6,4.778,61.24,201.85,20920.0,2.281,14.93,3.11,23.4,Moderate,0.059,19.51,139,0,0,0
ENG-22,362,362,17,67.86,784.3,394.8,5.07,77.34,4.888,60.99,195.24,20490.0,2.216,14.79,3.4,25.0,Moderate,0.0577,19.04,138,0,0,0
ENG-22,363,363,17,67.45,781.8,410.7,0.25,78.39,4.805,61.9,196.79,20762.0,2.211,15.49,2.74,23.8,Moderate,0.0594,20.06,137,0,0,0
ENG-22,364,364,17,61.99,786.6,399.2,2.89,77.42,4.784,61.98,194.68,20644.0,2.196,15.06,3.2,22.5,Moderate,0.0579,19.54,136,0,0,0
ENG-22,365,365,17,67.63,784.6,398.9,6.52,76.73,4.965,62.7,202.87,20893.0,2.312,16.26,2.88,25.6,Moderate,0.0611,19.13,135,0,0,0
ENG-22,366,366,17,68.01,785.1,402.7,3.12,77.19,4.828,60.92,193.62,20417.0,2.183,16.19,3.2,25.6,Moderate,0.0588,19.71,134,0,0,0
ENG-22,367,367,17,65.6,798.0,395.4,1.78,79.88,5.035,62.29,199.24,20380.0,2.192,14.85,2.97,25.4,Moderate,0.0605,19.0,133,0,0,0
ENG-22,368,368,17,69.41,768.9,399.2,2.09,74.41,4.93,60.01,196.03,21465.0,2.156,15.36,2.97,24.1,Moderate,0.0591,19.82,132,0,0,0
ENG-22,369,369,17,76.83,780.9,399.4,1.7,75.77,4.952,60.47,207.24,20775.0,2.266,15.86,2.55,24.9,Moderate,0.0609,20.31,131,0,0,0
ENG-22,370,370,17,68.66,802.5,401.5,3.51,79.87,5.039,62.13,203.41,21328.0,2.053,17.95,2.69,23.6,Moderate,0.0588,19.65,130,0,0,0
ENG-22,371,371,17,64.34,784.8,401.7,2.15,76.47,4.856,61.94,196.07,20981.0,2.118,15.51,2.58,26.1,Moderate,0.0574,19.05,129,0,0,0
ENG-22,372,372,17,67.49,781.1,397.9,3.19,81.11,4.834,61.36,194.85,20379.0,2.122,15.5,3.03,25.2,Moderate,0.0592,19.34,128,0,0,0
ENG-22,373,373,17,65.69,783.9,401.5,6.08,79.02,4.716,59.64,203.9,20226.0,2.368,15.36,2.72,24.3,Moderate,0.0587,19.62,127,0,0,0
ENG-22,374,374,17,68.98,790.2,398.8,1.18,75.66,4.89,59.57,204.39,20664.0,2.118,15.5,2.47,24.3,Moderate,0.0594,19.08,126,0,0,0
ENG-22,375,375,17,61.69,785.3,402.1,4.84,75.18,4.749,62.97,202.34,21179.0,2.096,15.91,3.21,25.8,Moderate,0.0576,19.01,125,0,0,0
ENG-22,376,376,17,66.6,776.5,393.4,0.17,76.54,4.96,63.47,202.46,21094.0,2.141,14.59,3.49,23.8,Moderate,0.0598,19.41,124,0,0,0
ENG-22,377,377,17,63.68,780.5,395.8,1.48,77.46,4.722,60.27,203.51,21403.0,2.259,14.83,3.64,23.8,Moderate,0.0624,19.77,123,0,0,0
ENG-22,378,378,17,64.19,774.8,397.6,1.06,72.21,4.804,59.97,197.73,20678.0,2.083,14.56,2.54,25.3,Moderate,0.0578,18.99,122,0,0,0
ENG-22,379,379,17,66.46,794.1,399.2,3.73,77.43,4.983,64.43,219.95,21210.0,2.15,14.51,3.03,23.9,Moderate,0.0598,19.6,121,0,0,0
ENG-22,380,380,17,66.95,780.7,398.5,2.69,78.0,4.774,61.24,194.49,20859.0,2.125,14.9,3.05,24.2,Moderate,0.0595,19.77,120,0,0,0
ENG-22,381,381,17,64.51,781.2,390.7,4.81,77.15,5.012,62.33,202.73,21037.0,2.413,16.3,3.55,25.6,Moderate,0.0579,19.5,119,0,0,0
ENG-22,382,382,17,66.64,788.0,402.0,3.79,76.79,4.91,62.43,200.02,20915.0,2.078,14.71,3.09,26.1,Moderate,0.058,19.52,118,0,0,0
ENG-22,383,383,17,72.92,776.8,393.0,0.47,77.46,4.771,62.34,200.52,20795.0,2.149,15.86,2.47,25.4,Moderate,0.0596,19.49,117,0,0,0
ENG-22,384,384,18,65.88,800.1,396.9,3.96,79.04,4.836,59.9,207.91,20748.0,2.082,15.14,2.88,24.8,Moderate,0.0602,19.07,116,0,0,0
ENG-22,385,385,18,66.54,789.4,402.6,4.38,76.68,5.031,59.63,195.27,20599.0,2.164,16.21,3.48,23.1,Moderate,0.0589,19.47,115,0,0,0
ENG-22,386,386,18,64.43,783.1,400.2,0.7,79.71,5.006,58.87,195.43,20999.0,2.148,14.69,2.84,25.8,Moderate,0.0609,19.78,114,0,0,0
ENG-22,387,387,18,70.06,803.4,395.6,0.84,78.19,4.808,60.46,194.1,21055.0,2.121,14.75,2.87,26.8,Moderate,0.0592,19.71,113,0,0,0
ENG-22,388,388,18,73.38,798.2,395.9,4.56,76.08,5.02,61.69,210.61,20714.0,2.252,15.06,3.15,24.9,Moderate,0.062,20.18,112,0,0,0
ENG-22,389,389,18,67.11,783.3,399.2,0.08,75.95,4.726,62.34,194.87,20994.0,2.214,15.13,2.53,24.5,Moderate,0.0595,19.39,111,0,0,0
ENG-22,390,390,18,66.6,778.8,392.1,2.89,75.97,4.968,62.95,202.57,20794.0,2.496,14.68,2.64,25.5,Moderate,0.0557,19.9,110,0,0,0
ENG-22,391,391,18,71.49,789.4,398.7,0.57,76.53,4.817,62.07,197.64,21227.0,2.162,14.61,2.77,27.5,Moderate,0.0569,19.01,109,0,0,0
ENG-22,392,392,18,67.52,771.8,396.1,0.42,75.47,4.852,60.27,201.59,20428.0,2.132,14.75,2.78,25.4,Moderate,0.063,19.11,108,0,0,0
ENG-22,393,393,18,60.5,783.1,397.9,4.68,79.8,4.787,62.47,193.36,20832.0,2.029,15.41,2.81,24.5,Moderate,0.0571,19.65,107,0,0,0
ENG-22,394,394,18,65.46,768.8,396.6,2.47,77.76,4.919,61.13,203.26,21110.0,2.225,15.41,2.71,23.5,Moderate,0.0585,19.62,106,0,0,0
ENG-22,395,395,18,70.0,780.4,401.8,1.41,78.99,4.836,62.8,203.24,20897.0,2.12,15.34,2.64,23.7,Moderate,0.0588,19.36,105,0,0,0
ENG-22,396,396,18,67.36,800.5,399.5,1.69,78.15,4.936,59.5,202.5,20887.0,2.057,15.3,3.24,24.0,Moderate,0.0572,19.14,104,0,0,0
ENG-22,397,397,18,60.32,782.0,400.9,2.93,76.94,4.856,63.63,205.11,20396.0,2.097,16.85,2.49,25.3,Moderate,0.0631,19.71,103,0,0,0
ENG-22,398,398,18,65.9,793.8,400.9,6.3,77.76,4.736,58.62,199.18,20802.0,2.225,15.0,2.59,24.7,Moderate,0.0591,19.22,102,0,0,0
ENG-22,399,399,18,66.38,783.4,406.3,3.41,80.29,5.054,62.04,205.0,20925.0,2.285,15.34,2.71,23.8,Moderate,0.0587,19.61,101,0,0,0
ENG-22,400,400,18,72.34,789.7,398.6,0.05,78.03,5.007,62.04,201.81,20796.0,2.39,15.42,2.53,23.5,Moderate,0.0622,19.45,100,0,0,0
ENG-22,401,401,18,70.31,783.4,402.0,0.78,76.39,4.633,59.96,200.62,20449.0,2.029,16.52,2.5,23.7,Moderate,0.0577,19.71,99,0,0,0
ENG-22,402,402,18,68.68,782.6,405.7,4.05,76.18,5.021,62.6,208.72,20854.0,2.311,16.39,2.57,26.3,Moderate,0.0625,19.56,98,0,0,0
ENG-22,403,403,18,65.35,787.4,399.9,2.1,74.53,4.957,63.2,204.92,20357.0,2.071,16.57,3.09,25.1,Moderate,0.0619,19.53,97,0,0,0
ENG-22,404,404,18,77.09,776.1,405.0,6.08,76.08,4.806,62.19,200.26,21075.0,2.076,14.54,2.54,25.8,Moderate,0.0573,19.48,96,0,0,0
ENG-22,405,405,18,72.03,781.1,401.8,4.99,78.3,4.734,63.37,199.39,20561.0,2.078,15.01,2.73,22.3,Moderate,0.0595,20.46,95,0,0,0
ENG-22,406,406,18,62.62,771.4,399.0,5.39,77.58,4.869,60.07,206.6,20915.0,2.232,15.44,3.68,23.6,Moderate,0.0562,19.43,94,0,0,0
ENG-22,407,407,18,65.16,784.7,389.6,0.18,78.63,4.94,60.94,193.91,20507.0,2.315,14.61,2.52,27.1,Moderate,0.0613,19.58,93,0,0,0
ENG-22,408,408,19,72.53,783.4,397.9,5.67,78.27,4.946,61.55,195.13,20782.0,2.276,14.63,2.71,24.4,Moderate,0.0603,19.63,92,0,0,0
ENG-22,409,409,19,63.92,789.4,397.8,1.75,76.14,4.931,63.49,212.5,20977.0,2.084,15.64,2.52,23.8,Moderate,0.0578,19.95,91,0,0,0
ENG-22,410,410,19,69.92,783.4,396.5,0.32,77.44,4.789,59.7,201.05,20547.0,2.382,15.01,2.68,24.6,Moderate,0.0588,19.64,90,0,0,0
ENG-22,411,411,19,68.66,783.2,403.6,0.48,77.95,4.959,62.28,195.69,20700.0,2.409,15.14,3.26,23.7,Moderate,0.0609,19.45,89,0,0,0
ENG-22,412,412,19,68.97,782.3,396.1,0.57,76.37,4.869,60.86,197.45,21407.0,2.356,15.96,2.72,24.7,Moderate,0.0602,19.98,88,0,0,0
ENG-22,413,413,19,68.16,768.7,394.4,3.59,79.27,4.962,61.81,196.8,20718.0,2.22,15.97,2.74,24.2,Moderate,0.0608,19.89,87,0,0,0
ENG-22,414,414,19,65.99,778.2,400.8,3.08,77.23,4.691,62.13,202.9,20419.0,2.246,15.22,2.85,24.6,Moderate,0.0589,19.22,86,0,0,0
ENG-22,415,415,19,66.16,783.5,394.0,1.95,77.08,4.945,61.35,197.29,21032.0,2.089,16.7,2.98,25.7,Moderate,0.0597,19.36,85,0,0,0
ENG-22,416,416,19,65.81,785.5,394.6,3.59,77.56,4.772,61.72,206.94,20739.0,2.115,16.55,2.71,23.3,Moderate,0.0585,19.62,84,0,0,0
ENG-22,417,417,19,70.7,793.1,396.7,2.18,77.57,4.883,62.05,194.23,20646.0,2.034,15.07,2.72,26.1,Moderate,0.0606,19.35,83,0,0,0
ENG-22,418,418,19,64.57,789.0,394.4,1.73,76.62,4.594,60.41,200.75,20618.0,2.402,14.94,2.5,25.4,Moderate,0.0571,19.77,82,0,0,0
ENG-22,419,419,19,72.62,776.2,402.1,1.67,75.69,4.875,61.95,201.34,20946.0,2.189,15.38,3.36,24.1,Moderate,0.0586,19.62,81,0,0,0
ENG-22,420,420,19,72.86,770.2,399.0,3.06,77.86,4.762,61.93,198.61,21096.0,2.07,15.39,2.81,25.3,Moderate,0.0588,18.76,80,0,0,0
ENG-22,421,421,19,66.91,786.9,394.8,0.22,78.79,4.796,60.28,200.74,20577.0,2.262,15.2,2.46,24.4,Moderate,0.0572,19.51,79,0,0,0
ENG-22,422,422,19,68.55,788.7,391.4,3.59,79.7,4.694,63.01,208.11,20966.0,2.145,16.33,2.59,24.3,Moderate,0.06,19.54,78,0,0,0
ENG-22,423,423,19,69.53,788.8,400.1,5.62,79.25,4.84,63.48,199.02,20734.0,2.246,15.93,2.97,24.6,Moderate,0.0567,19.45,77,0,0,0
ENG-22,424,424,19,66.04,784.0,387.4,4.0,77.39,5.061,63.56,203.22,20765.0,2.066,14.75,2.89,24.2,Moderate,0.0604,19.68,76,0,0,0
ENG-22,425,425,19,69.37,794.0,393.8,4.75,77.88,4.896,60.43,207.92,20390.0,2.313,14.53,2.5,24.8,Moderate,0.0588,19.29,75,0,0,0
ENG-22,426,426,19,65.47,771.0,399.7,2.65,76.5,4.912,62.17,200.84,20328.0,2.062,15.75,2.49,23.6,Moderate,0.0576,19.67,74,0,0,0
ENG-22,427,427,19,67.65,784.0,401.5,1.03,76.52,4.781,59.68,200.34,20848.0,2.106,15.95,3.16,26.3,Moderate,0.0619,19.34,73,0,0,0
ENG-22,428,428,19,66.55,769.2,403.2,1.28,77.82,4.873,62.34,197.53,20234.0,2.395,15.05,2.84,24.4,Moderate,0.0611,19.21,72,0,0,0
ENG-22,429,429,19,69.75,781.7,393.5,0.28,78.98,4.992,62.51,201.14,20802.0,2.254,14.81,3.35,23.8,Moderate,0.0601,20.16,71,0,0,0
ENG-22,430,430,19,67.58,787.4,390.8,4.63,78.0,4.931,61.53,194.13,20679.0,2.219,15.84,2.47,25.0,Moderate,0.0609,19.12,70,0,0,0
ENG-22,431,431,19,70.84,770.8,398.7,2.21,78.13,5.001,63.27,202.41,20268.0,2.311,16.07,3.1,22.9,Moderate,0.0619,19.89,69,0,0,0
ENG-22,432,432,20,69.93,777.6,402.9,1.43,79.56,4.838,60.42,195.45,21083.0,2.156,15.5,2.76,26.2,Moderate,0.0604,19.47,68,0,0,0
ENG-22,433,433,20,67.76,770.1,399.4,2.11,76.59,4.786,61.73,192.86,20544.0,2.182,14.98,2.45,25.1,Moderate,0.0597,19.44,67,0,0,0
ENG-22,434,434,20,68.92,774.9,406.9,0.22,75.42,4.948,61.97,204.33,21020.0,2.147,15.72,2.46,26.0,Moderate,0.0618,19.61,66,0,0,0
ENG-22,435,435,20,70.87,790.7,402.8,1.44,78.73,4.926,61.41,200.68,20882.0,2.155,16.07,2.86,24.0,Moderate,0.0577,19.75,65,0,0,0
ENG-22,436,436,20,63.8,780.7,403.9,0.26,78.86,4.853,62.07,200.56,20996.0,2.099,15.49,2.82,24.4,Moderate,0.0606,20.1,64,0,0,0
ENG-22,437,437,20,67.67,778.1,399.1,2.06,77.26,4.917,61.91,197.28,20740.0,2.297,14.59,2.51,25.2,Moderate,0.0578,19.69,63,0,0,0
ENG-22,438,438,20,63.53,778.9,395.9,3.09,75.92,4.719,63.04,198.22,20411.0,2.203,16.1,2.68,23.7,Moderate,0.0619,19.35,62,0,0,0
ENG-22,439,439,20,70.08,780.6,396.9,4.22,77.88,4.849,62.43,204.68,20763.0,2.132,15.35,3.05,23.4,Moderate,0.057,19.55,61,0,0,0
ENG-22,440,440,20,70.94,781.5,397.3,3.37,78.53,4.805,63.71,191.98,21158.0,2.065,15.43,3.45,24.4,Moderate,0.0586,19.11,60,0,0,0
ENG-22,441,441,20,68.94,794.2,395.1,2.59,77.58,4.921,59.57,206.54,20922.0,2.197,14.71,2.79,25.4,Moderate,0.0589,19.48,59,0,0,0
ENG-22,442,442,20,63.15,787.7,405.1,3.58,79.0,4.79,59.16,216.07,21286.0,2.07,14.55,2.46,24.9,Moderate,0.0567,19.78,58,0,0,0
ENG-22,443,443,20,65.88,784.0,396.2,3.1,75.84,4.873,61.15,198.15,21091.0,2.34,14.53,2.57,24.0,Moderate,0.0617,19.79,57,0,0,0
ENG-22,444,444,20,68.76,794.4,394.3,3.45,80.25,4.876,60.97,201.68,21039.0,2.161,15.56,3.59,23.0,Moderate,0.063,19.63,56,0,0,0
ENG-22,445,445,20,72.26,775.9,394.8,4.4,77.3,4.657,59.89,196.25,20536.0,2.14,15.45,2.94,25.2,Moderate,0.0581,19.88,55,0,0,0
ENG-22,446,446,20,64.74,773.4,400.8,0.77,77.36,4.803,63.1,199.6,20423.0,2.155,15.68,3.0,24.0,Moderate,0.0571,19.61,54,0,0,0
ENG-22,447,447,20,70.99,785.8,395.4,2.83,78.18,4.818,61.35,198.46,21198.0,2.039,15.38,2.46,25.8,Moderate,0.0571,19.11,53,0,0,0
ENG-22,448,448,20,71.88,770.6,394.6,4.03,75.21,5.01,60.29,197.47,21362.0,2.319,14.8,2.46,24.6,Moderate,0.06,19.81,52,0,0,0
ENG-22,449,449,20,63.42,766.6,396.4,4.34,77.48,4.876,63.54,207.29,20449.0,2.123,14.8,2.73,24.0,Moderate,0.0597,19.18,51,0,0,0
ENG-22,450,450,20,63.3,791.2,396.5,1.63,77.86,4.753,61.14,205.82,20850.0,2.298,14.63,2.63,24.4,Moderate,0.0578,19.14,50,0,0,0
ENG-22,451,451,20,69.23,770.4,396.3,2.45,76.4,4.941,60.55,203.27,20503.0,2.316,15.07,3.4,25.2,Moderate,0.0602,19.76,49,0,0,0
ENG-22,452,452,20,69.57,786.3,403.4,1.93,76.91,5.01,63.54,193.77,21146.0,2.043,15.83,2.94,23.1,Moderate,0.0583,19.36,48,0,0,0
ENG-22,453,453,20,67.22,784.5,394.4,5.6,79.92,4.946,59.42,200.77,20824.0,2.257,16.1,3.17,26.0,Moderate,0.0608,19.49,47,0,0,0
ENG-22,454,454,20,68.21,790.7,400.3,2.63,79.15,4.706,63.23,195.47,20964.0,2.264,15.16,3.02,25.4,Moderate,0.0593,19.52,46,0,0,0
ENG-22,455,455,20,66.43,782.8,391.7,4.35,77.9,5.023,60.86,200.88,20854.0,2.24,15.11,2.49,22.7,Moderate,0.0622,19.15,45,0,0,0
ENG-22,456,456,21,70.81,777.6,389.9,3.89,79.06,4.835,60.58,195.46,20939.0,2.128,16.59,2.72,24.9,Moderate,0.0582,19.35,44,0,0,0
ENG-22,457,457,21,64.83,789.3,399.1,2.5,76.81,4.976,60.78,200.17,20765.0,2.05,14.78,2.71,24.3,Moderate,0.0573,20.0,43,0,0,0
ENG-22,458,458,21,66.66,785.2,395.4,1.2,79.37,5.017,62.15,204.34,20889.0,2.237,15.75,2.66,22.7,Moderate,0.0625,19.57,42,0,0,0
ENG-22,459,459,21,67.09,788.1,401.6,0.79,80.48,4.831,59.79,195.04,20972.0,2.208,15.4,2.45,25.1,Moderate,0.0621,19.09,41,0,0,0
ENG-22,460,460,21,65.35,781.1,399.6,2.82,78.1,4.898,62.02,190.73,20761.0,2.116,15.03,3.06,24.6,Moderate,0.0545,19.79,40,0,0,0
ENG-22,461,461,21,65.16,776.9,401.0,5.24,77.98,4.897,61.42,199.11,21064.0,2.183,14.93,2.59,23.3,Moderate,0.0629,19.38,39,0,0,0
ENG-22,462,462,21,67.73,777.4,397.6,3.74,77.12,4.739,63.37,199.29,20928.0,2.212,14.74,2.94,24.3,Moderate,0.0612,19.4,38,0,0,0
ENG-22,463,463,21,65.83,781.8,396.7,1.14,78.02,4.731,62.73,201.21,21197.0,2.285,15.47,2.63,24.1,Moderate,0.0572,19.97,37,0,0,0
ENG-22,464,464,21,66.36,776.7,398.9,2.32,78.53,4.923,60.3,205.12,20729.0,2.297,15.01,3.14,23.2,Moderate,0.0595,19.49,36,0,0,0
ENG-22,465,465,21,71.9,784.4,400.0,5.31,76.45,4.887,61.6,197.5,21178.0,2.119,15.08,2.83,26.3,Moderate,0.0561,19.65,35,0,0,0
ENG-22,466,466,21,66.9,755.8,405.0,1.36,75.15,4.792,62.77,195.42,21424.0,2.105,14.77,3.46,26.5,Moderate,0.0627,19.8,34,0,0,0
ENG-22,467,467,21,64.27,777.1,399.9,1.53,77.7,4.774,59.86,196.67,21015.0,2.076,14.71,2.74,25.0,Moderate,0.0617,19.69,33,0,0,0
ENG-22,468,468,21,67.59,782.0,400.5,2.24,78.73,4.734,62.33,194.48,20824.0,2.031,15.01,2.9,25.2,Moderate,0.0561,19.82,32,0,0,0
ENG-22,469,469,21,69.19,783.4,398.9,3.59,76.94,4.73,62.82,195.39,20656.0,2.269,15.97,2.52,23.7,Moderate,0.0597,19.66,31,0,0,0
ENG-22,470,470,21,69.03,782.2,396.5,1.46,75.32,4.903,63.31,199.71,20154.0,2.045,15.03,3.14,26.5,Moderate,0.0606,19.52,30,0,0,0
ENG-22,471,471,21,68.65,803.9,404.1,5.1,78.03,4.873,59.07,201.45,21553.0,2.108,14.99,2.45,24.9,Moderate,0.0629,19.7,29,0,0,0
ENG-22,472,472,21,68.55,777.8,401.4,4.61,77.77,4.767,61.91,194.42,20460.0,2.163,15.26,2.61,24.5,Moderate,0.0576,19.84,28,0,0,0
ENG-22,473,473,21,70.68,780.9,396.4,0.32,77.86,4.916,59.56,201.12,20924.0,2.055,15.53,2.48,25.2,Moderate,0.0612,19.66,27,0,0,0
ENG-22,474,474,21,59.49,769.3,400.5,2.86,76.5,4.914,62.03,198.72,20776.0,2.296,14.71,2.91,24.1,Moderate,0.0568,19.29,26,0,0,0
ENG-22,475,475,21,64.66,778.7,400.4,1.92,78.84,4.747,61.05,206.49,21130.0,2.335,15.03,2.98,24.4,Moderate,0.0576,19.82,25,0,0,0
ENG-22,476,476,21,70.89,784.3,392.4,3.38,78.58,4.907,60.88,199.98,20204.0,2.302,15.9,3.1,22.7,Moderate,0.0563,19.0,24,0,0,0
ENG-22,477,477,21,65.45,772.8,394.9,3.38,79.34,4.784,64.01,210.47,20908.0,2.086,15.41,2.73,25.2,Moderate,0.0617,19.94,23,0,0,0
ENG-22,478,478,21,70.98,780.5,399.6,2.45,80.28,4.832,58.44,198.44,20196.0,2.032,14.61,2.85,26.0,Moderate,0.0617,19.53,22,0,0,0
ENG-22,479,479,21,71.02,771.1,401.1,0.63,80.11,4.838,60.11,189.44,20697.0,2.234,16.37,2.66,22.9,Moderate,0.0574,19.32,21,0,0,0
ENG-22,480,480,22,69.89,789.5,401.5,3.93,77.61,4.913,63.07,200.74,20798.0,2.088,15.57,3.11,24.4,Moderate,0.0585,19.2,20,0,0,0
ENG-22,481,481,22,67.97,776.5,398.5,1.97,76.36,4.769,62.97,198.65,21278.0,2.198,15.41,3.0,25.9,Moderate,0.0623,19.44,19,0,0,0
ENG-22,482,482,22,69.61,780.6,401.5,0.44,75.93,4.738,60.82,197.84,20547.0,2.204,15.97,2.53,23.7,Moderate,0.0587,19.09,18,0,0,0
ENG-22,483,483,22,72.64,769.2,398.7,3.61,79.57,4.861,63.25,192.25,20701.0,2.103,15.21,2.62,25.1,Moderate,0.0589,19.6,17,0,0,0
ENG-22,484,484,22,63.41,780.2,400.3,5.03,76.15,4.969,61.39,201.83,21131.0,2.27,15.23,2.91,24.8,Moderate,0.0621,19.41,16,0,0,0
ENG-22,485,485,22,72.55,786.6,398.3,2.52,79.78,4.847,62.94,202.93,21091.0,2.483,16.46,2.67,26.0,Moderate,0.0624,19.63,15,0,0,0
ENG-22,486,486,22,65.86,783.9,401.5,4.89,79.3,4.752,61.2,198.49,20493.0,2.398,16.34,2.68,25.0,Moderate,0.06,19.44,14,0,0,0
ENG-22,487,487,22,65.61,761.9,393.2,4.24,75.77,4.766,61.59,203.31,21026.0,2.401,15.24,2.76,25.9,Moderate,0.0559,19.34,13,0,0,0
ENG-22,488,488,22,69.16,789.4,403.1,2.88,78.06,4.793,65.77,200.7,20769.0,2.032,15.78,2.83,24.9,Moderate,0.0593,19.55,12,0,0,0
ENG-22,489,489,22,66.54,783.7,404.5,3.33,78.87,4.997,59.68,194.66,20808.0,2.404,15.79,2.54,24.2,Moderate,0.0606,19.39,11,0,0,0
ENG-22,490,490,22,62.66,796.6,397.3,0.29,77.07,5.003,61.9,202.72,20259.0,2.284,15.49,2.76,25.4,Moderate,0.061,20.37,10,0,0,0
ENG-22,491,491,22,70.75,797.8,397.2,4.19,77.8,4.829,60.65,199.62,21105.0,2.235,15.57,2.69,24.9,Moderate,0.0573,19.97,9,0,0,0
ENG-22,492,492,22,65.54,775.5,402.0,3.14,77.41,4.637,61.75,199.16,20833.0,2.158,15.23,2.53,24.6,Moderate,0.0576,19.73,8,0,0,0
ENG-22,493,493,22,71.48,777.7,400.0,3.43,79.41,4.931,57.82,201.82,20691.0,2.231,15.16,3.12,24.7,Moderate,0.0605,19.22,7,0,0,0
ENG-22,494,494,22,68.53,789.3,399.5,4.86,75.91,4.939,59.47,199.28,20571.0,2.094,15.61,2.81,25.0,Moderate,0.057,19.22,6,0,0,0
ENG-22,495,495,22,65.49,783.9,400.2,4.57,80.16,4.994,60.38,193.65,20919.0,2.265,15.01,2.7,25.2,Moderate,0.0567,19.58,5,0,0,0
ENG-22,496,496,22,63.84,796.3,395.8,2.45,77.12,4.831,61.79,195.98,20902.0,2.415,15.91,2.8,25.2,Moderate,0.0595,19.74,4,0,0,0
ENG-22,497,497,22,69.73,792.2,402.2,4.73,75.42,4.779,62.79,203.42,20929.0,2.031,15.02,2.88,24.5,Moderate,0.0617,19.37,3,0,0,0
ENG-22,498,498,22,68.0,783.1,401.1,0.99,77.62,4.915,61.24,200.51,21393.0,2.263,15.3,2.72,25.2,Moderate,0.0596,19.5,2,0,0,0
ENG-22,499,499,22,63.54,770.4,397.4,5.08,75.4,4.886,60.95,204.91,21506.0,2.187,14.64,2.54,23.7,Moderate,0.0615,19.85,1,0,0,0
ENG-22,500,500,22,64.48,780.0,398.3,3.59,77.05,5.033,60.67,200.09,20947.0,2.455,16.24,2.92,24.5,Moderate,0.0581,20.07,0,0,0,0
ENG-23,1,1,8,70.47,838.4,378.6,2.27,73.19,4.505,69.93,200.91,20192.0,2.092,8.65,3.3,29.7,Moderate,0.0618,19.43,499,0,0,0
ENG-23,2,2,8,64.77,851.8,388.8,3.75,75.05,4.479,71.59,212.18,20185.0,2.119,8.99,3.91,31.0,Moderate,0.0596,19.39,498,0,0,0
ENG-23,3,3,8,61.79,842.1,389.0,4.56,71.8,4.477,64.96,205.83,20434.0,2.209,9.75,3.32,30.3,Moderate,0.0621,19.18,497,0,0,0
ENG-23,4,4,8,64.96,855.4,389.1,4.25,73.04,4.562,69.0,200.04,20462.0,2.32,8.76,3.47,31.2,Moderate,0.0578,19.07,496,0,0,0
ENG-23,5,5,8,63.82,853.3,388.2,1.73,70.14,4.514,68.05,200.14,19855.0,2.001,9.16,3.58,30.3,Moderate,0.0619,19.04,495,0,0,0
ENG-23,6,6,8,64.33,843.2,384.6,4.59,69.95,4.521,65.15,212.02,20386.0,2.071,9.55,3.31,32.6,Moderate,0.0591,19.43,494,0,0,0
ENG-23,7,7,8,62.41,852.3,383.8,5.04,73.08,4.549,67.38,199.06,20342.0,2.2,8.78,3.69,31.8,Moderate,0.061,18.78,493,0,0,0
ENG-23,8,8,8,68.48,853.6,387.1,0.36,69.85,4.416,71.08,203.46,20173.0,2.013,8.6,3.47,30.5,Moderate,0.0575,19.19,492,0,0,0
ENG-23,9,9,8,66.56,854.1,391.8,3.84,69.72,4.731,67.06,198.05,20099.0,2.025,9.05,3.98,32.7,Moderate,0.0624,19.42,491,0,0,0
ENG-23,10,10,8,61.15,844.9,392.7,4.15,72.29,4.548,70.17,197.52,20235.0,1.965,9.05,3.18,31.1,Moderate,0.0604,19.46,490,0,0,0
